candidate_id,job_name,message_text
1393243,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALSの採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社イーゼ様でのご経験を拝見し、
ぜひ一度お話させていただきたくご連絡いたしました。

SES営業としてITエンジニアの新規開拓や面談対応、
エンジニアの教育やフォローをされてきたご実績に大変感銘を受けました。

また人材派遣業でのコーディネーター兼営業職として、
企業とスタッフの双方のニーズ調整や現場フォローに注力されてきた点は、
多様なステークホルダーと関わる当社のアカウントプランナー職でも活かしていただけるものと存じます。

当社のアカウントプランナーは、AIチャットを活用したチャットコマースサービスを
エンタープライズ企業に提案し、導入後も顧客とパートナーとして伴走し続ける役割です。
営業数値の改善や社内メンバーとの連携を通じて、
新たなマーケティング課題を解決していきます。

幅広い裁量のもと、成長著しいAI領域で営業および顧客成功の専門性を高められるポジションです。

株式会社イーゼ様での人材サービス経験やメンバーマネジメントのご経験は、
当社が求める顧客課題の深堀りやチーム横断の調整、提案力に非常にマッチしています。
人とコミュニケーションを大切にし、多様な関係者を繋ぐ姿勢は、
当社の風土にも合っていると考えております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1431630,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社ホシノ様でこれまで培われた新規開拓営業や
メンバーマネジメントのご経験に大変魅力を感じ、
ご連絡させていただきました。

新卒時からクラウドサービスの新規開拓営業に従事され、
その後美容業界で営業部門のマネジメントまで
幅広くご活躍されている点に強く共感しました。

特に部門の売上管理およびカウンセラーの育成支援に携わられた経験は、
多様なステークホルダーとの調整やチーム力の向上に
大きく寄与されていると拝察しております。

弊社ではAIチャットを活用した革新的なチャットコマースサービスを
大手エンタープライズ企業に提案し、導入後も長期的にパートナーとして伴走いただける
アカウントプランナーを募集しています。

数値目標としては顧客の購買率向上や売上最大化を目指し、
生成AIや会話デザインの技術を活用したソリューション提供により、
営業としてのご経験をさらに深化させながらキャリアを加速できる環境です。

これまでの新規開拓営業やマネジメント経験、
そしてIT・マーケティング領域への強いご関心が、
弊社のAIチャットコマース提案業務と親和性が高いと自信を持っております。

生活者と企業の顧客接点を革新する当社のビジョンに共感いただける方に
ぴったりのポジションと考えております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。ご返信、心よりお待ちしております。"
1447156,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

GMOコマース株式会社様でのご活躍を拝見し、
ぜひ一度お話したくご連絡いたしました。

これまでにカスタマーサクセスとして4年間、
新規開拓営業として2年間のご経験を積まれており、
法人営業やマーケティング関連のスキルを幅広くお持ちであることに
大変感銘を受けております。特に新規開拓や営業資料作成、
Webサイト分析など多岐にわたるご経験は、
我々が展開するAIチャットコマースの提案活動に非常にマッチしています。

当社ではアカウントプランナーとして、
AIチャットボットを活用したチャットコマースを大手エンタープライズ企業に提案し、
導入後も長期的に伴走する役割をお任せしています。

数値目標の達成に向けて顧客のマーケティング課題を深掘りし、
成果を共に作り出すことで、営業力はもちろん顧客満足度向上のための
戦略立案やチームディレクションの経験も積むことが可能です。

GMOコマース様にて培われた新規開拓営業やカスタマーサクセスのご経験は、
当社のクライアントサポートとマーケティング課題解決に非常に高い親和性があると考えております。
AIとマーケティングの融合という新領域でさらにキャリアを発展させたい方に、
最適な環境を提供できると確信しています。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。
ご返信、心よりお待ちしております。"
1458102,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社マクニカ様にてセキュリティコンサルティングやCRM導入支援に携われ、
多様なエンタープライズ顧客に向けて提案からプロジェクトマネジメントまで
ご経験されていることを拝見しまして、ぜひ一度お話をさせていただきたくご連絡いたしました。

これまでのキャリアの中で、Salesforce・CRM領域でトップ5のBDRとして高い成果を上げられた点や、
セキュリティ課題の解決に向けたコンサルティング及びプロジェクトマネジメントを推進してこられた実績に
深い敬意を抱いております。

当社でのアカウントプランナー職は、AIを活用したチャットコマースサービスを
エンタープライズ向けに提供し、顧客の売上最大化とマーケティング課題の解決に
長期的に伴走するポジションです。

AI技術とデータドリブンなマーケティング戦略を駆使して、
新規顧客開拓から運用改善、社内外連携による施策実行まで幅広く関われるため、
より高度な提案力とプロジェクト推進力を身につけられ、キャリアのさらなる成長が期待できます。

御社でのCRM導入支援やプリセールス/PMとしてのご経験は、
当社のクライアントワークやプロダクト価値向上に非常にマッチすると確信しています。
特にお客様の課題抽出から解決策の提供とプロジェクト管理まで一貫して携わる点や、
エンタープライズ企業との折衝経験は当社の事業において大きな強みとなります。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。
ご返信、心よりお待ちしております。"
1463206,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

辰巳出版株式会社様での長年の代理店営業やパートナーセールスのご経験を拝見し、
ぜひお話したくご連絡いたしました。

代理店営業でのご実績と多様なクリエイティブ関連業務への携わりから、
課題解決に向けた柔軟な対応力とコミュニケーション力が印象的です。
御社で培われた企画力と営業スキルは、当社の事業成長に大きく貢献いただけると強く感じております。

当社のアカウントプランナーとしては、
AIチャットによるチャットコマースの提案から導入後の運用まで一貫してクライアントに寄り添い、
売上最大化を目指していただく重要なポジションです。

現在、国内外480社以上のお客様への導入を加速しており、
AI技術やマーケティング知識も活かしながらご活躍いただけます。

責任と裁量の大きなフィールドで、成長機会とキャリアアップの可能性も豊富です。

これまでの出版社での営業経験や企画力が当社のニーズに非常にマッチしていると考えています。
多様な業界にAIを活用した新しい接客体験を提供する当社のミッションに共感いただける方には最適な環境です。
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1465490,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社シオン様でのシニアマネージャーとしてのチームマネジメントや年間予算策定、
KPI設定のご経験を拝見し、ぜひ一度お話したくご連絡いたしました。

インサイドセールスから両面型エージェントとしての幅広い営業経験と
採用支援をリードされている点に強い共感を覚えております。
特に5名のチームマネジメントと売上管理を兼務しながら、
自社採用のスカウトから面接までの一連のプロセスに携わってこられた実績は非常に印象的です。

弊社では、AIチャットを活用したチャットコマース領域での
エンタープライズ向けアカウントプランナーとして、
顧客課題の深掘りから提案、導入後の運用支援まで一気通貫で担当いただきます。
新規顧客開拓やデータドリブンな改善推進にチャレンジしながら、
売上最大化のミッションをお任せし、マーケティングやAIを活用した
先端技術の知識も磨くことが可能です。

シニアマネージャーとしてのマネジメント経験、営業戦略の立案、
インターネット/Webサービス業界での豊富な知見は、
当ポジションの求める力と非常にマッチしています。

多様なステークホルダー間の調整能力や施策企画の経験を活かして
ご活躍いただける環境です。
もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。
ご返信、心よりお待ちしております。"
1477589,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
レバレジーズ株式会社様でのご活躍を拝見し、
是非お話を伺いたいと思いご連絡いたしました。

貴殿の医療品製造メーカーでの提案型営業と新規開拓営業のご経験、
さらに現在のメディカルケア介護エージェント事業部でのリーダーとしての
マネジメント実績に深く感銘を受けております。

特に、営業優秀賞の受賞やチームの継続的な成果達成は、
強いコミットメントとリーダーシップの証と感じております。

弊社ZEALSはAIチャットを活用したチャットコマース事業を展開しており、
アカウントプランナーとしてエンタープライズ企業に対するマーケティング課題の深掘りから施策提案、
その後の継続的な運用フォローまでご担当いただきます。

急成長中のSaaS市場で、顧客の売上最大化に向けた数値達成と共に、
生成AI技術を駆使した革新的ソリューションの推進に携わることができますので、
これまでの営業力とマネジメント経験をさらに発展させる絶好の機会です。

これまでの有形無形商材の法人営業経験、代理店営業や新規開拓を含む幅広い営業手腕は、
まさに弊社が求める人物像そのものであり、医療・人材領域での知見も、
クライアント課題理解に大いに役立つと確信しております。

御社で培われた実績とリーダー経験をご活かしいただき、
ZEALSの新市場開拓を共に牽引していただければ幸いです。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1480700,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。

株式会社リバスタ様での新規開拓営業や代理店営業、
プロデューサー・プランナーとしての多様なご経験に大変感銘を受け、
ご連絡いたしました。

現職での建設業界向けクラウドサービス営業において、
ITに不慣れな顧客の課題を的確にヒアリングし、目標比110％を達成されている点は素晴らしく、
お客様の未来を共に創り出す姿勢に共感しております。

当社ではAIチャットを活用したチャットコマースの提案から導入、
運用フォローまでを担うアカウントプランナーを募集しています。
大手エンタープライズ企業を対象に、顧客のマーケティング課題を深掘りし、
AI×データドリブンで売上最大化を実現するミッションです。

新時代の営業スキルを身につけながら経験を活かし、ご自身のキャリアをさらに加速させる絶好の機会です。
いただいたご経験は、IT・デジタル領域での顧客折衝や課題整理、資料作成力と親和性が高く、
まさに当社の求める人材像に合致しています。

不確実性を楽しみつつ、課題解決にコミットできる点も非常に期待しております。
もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1489537,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

ポジウィル株式会社様での新規開拓営業としてのご経験を拝見し、
ぜひ一度お話したくご連絡いたしました。

これまで約二年間にわたり新規開拓営業に従事され、
アウトバウンド・インバウンド双方で成果を積まれている点に深く共感しております。
弊社で展開するAIチャットを活用したチャットコマース事業では、
エンタープライズ企業を対象にマーケティング課題の解決や導入後の継続的なサポートを行う
アカウントプランナー職を募集しております。

クライアントの売上最大化に向けて提案から運用まで一貫して関わり、
数値を元に改善を繰り返すことで、データドリブンな営業スキルを磨くことが可能です。

また若手が主体となって活躍するスピード感ある環境で、
将来的には営業マネジメントや新規領域への挑戦といったキャリアパスも用意しています。

新規開拓営業の実績を活かしつつ、AIと会話デザインを融合した最新技術を軸にした
プロダクトを手掛ける弊社のポジションは、まさに親和性の高いフィールドだと考えております。
また、多様な業界のクライアントに寄り添う営業経験も相まって、
求める人財像と合致すると確信しております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1496729,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社Liberty様での8年間にわたる新規開拓営業のご経験と、
マーケティングや広告宣伝の知見を活かされているご活躍を拝見し、
ぜひ一度お話をさせていただきたくご連絡いたしました。

これまでアウトバウンド中心の営業活動を積み重ねられ、
営業資料やツール作成にも注力されてきた点は、
当社のエンタープライズ向けチャットコマースの提案活動に
非常に親和性があると感じております。

当社が募集するアカウントプランナー職では、
新たに急成長中のAIチャットサービスを活用し、
大手企業のマーケティング課題の解決から導入後の運用フォローまで一貫して担当いただきます。

クライアントの売上最大化に向けた数値目標を追うとともに、
多職種のメンバーと連携しながらデータドリブンな改善を図ることで、
これまで以上に高度な営業スキルとプロジェクトマネジメント力を磨いていただけます。

福岡県および東京都での勤務希望や、人材サービスやWebマーケティング領域の経験という点も、
当社の多様な取引先や事業展開との親和性が高く、ご経験をさらに活かしながら
新しい挑戦を実現できる環境だと確信しております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
